Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
farmakopeika;Кровь, кровообращение;Аспаркам Авексима табл. х56;141;-;https://farmakopeika.ru/catalog/2509/1302333
farmakopeika;Кровь, кровообращение;Аспаркам табл №20;48;-;https://farmakopeika.ru/catalog/2510/1282228
farmakopeika;Кровь, кровообращение;Аспаркам табл №24;68;-;https://farmakopeika.ru/catalog/2510/1296485
farmakopeika;Кровь, кровообращение;Аспаркам-L р-р в/в 10мл амп №10;115;-;https://farmakopeika.ru/catalog/2503/1291898
farmakopeika;Кровь, кровообращение;Аспирин Кардио 100мг табл п/о кш/раств №28;88;-;https://farmakopeika.ru/catalog/2503/1277458
farmakopeika;Кровь, кровообращение;Аспирин Кардио 100мг табл п/о кш/раств №98;309;-;https://farmakopeika.ru/catalog/2503/1313098
farmakopeika;Кровь, кровообращение;Атаканд 16мг табл №28;2620;-;https://farmakopeika.ru/catalog/2503/1285887
farmakopeika;Кровь, кровообращение;Атаканд 32мг табл №28;3515;-;https://farmakopeika.ru/catalog/2503/1285490
farmakopeika;Кровь, кровообращение;Атаканд 8мг табл №28;2182;-;https://farmakopeika.ru/catalog/2503/1273777
farmakopeika;Кровь, кровообращение;Атаканд Плюс 16мг+12,5мг табл №28;2724;-;https://farmakopeika.ru/catalog/2503/1286008
farmakopeika;Кровь, кровообращение;Атенолол 100мг табл №30;47;-;https://farmakopeika.ru/catalog/2503/1272590
farmakopeika;Кровь, кровообращение;Атенолол 100мг табл №30;26;-;https://farmakopeika.ru/catalog/2510/1338464
farmakopeika;Кровь, кровообращение;Атенолол 100мг табл п/пл/о №30;32;-;https://farmakopeika.ru/catalog/2510/1316910
farmakopeika;Кровь, кровообращение;Атенолол 25мг табл п/пл/о №30;25;-;https://farmakopeika.ru/catalog/2510/1279699
farmakopeika;Кровь, кровообращение;Атенолол 50мг табл №30;46;-;https://farmakopeika.ru/catalog/2510/1277842
farmakopeika;Кровь, кровообращение;Атенолол 50мг табл п/пл/о №30;23;-;https://farmakopeika.ru/catalog/2510/1280163
farmakopeika;Кровь, кровообращение;Атероклефит Био капс №30;292;-;https://farmakopeika.ru/catalog/2509/1278599
farmakopeika;Кровь, кровообращение;Атероклефит Био капс №60;531;-;https://farmakopeika.ru/catalog/2503/1272875
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;105;-;https://farmakopeika.ru/catalog/2509/1276093
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;187;-;https://farmakopeika.ru/catalog/2509/1277640
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;162;-;https://farmakopeika.ru/catalog/2503/1282343
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;78;-;https://farmakopeika.ru/catalog/2503/1285333
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;111;-;https://farmakopeika.ru/catalog/2509/1293164
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №30;86;-;https://farmakopeika.ru/catalog/2510/1331737
farmakopeika;Кровь, кровообращение;Аторвастатин 10мг табл п/пл/о №90;480;-;https://farmakopeika.ru/catalog/2510/1326288
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;191;-;https://farmakopeika.ru/catalog/2503/1276560
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;396;-;https://farmakopeika.ru/catalog/2509/1277753
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;305;-;https://farmakopeika.ru/catalog/2503/1281922
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;104;-;https://farmakopeika.ru/catalog/2503/1284576
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;187;-;https://farmakopeika.ru/catalog/2506/1314206
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №30;191;-;https://farmakopeika.ru/catalog/2506/1339419
farmakopeika;Кровь, кровообращение;Аторвастатин 20мг табл п/пл/о №90;752;-;https://farmakopeika.ru/catalog/2510/1326289
farmakopeika;Кровь, кровообращение;Аторвастатин 40мг табл п/пл/о №30;138;-;https://farmakopeika.ru/catalog/2503/1284505
farmakopeika;Кровь, кровообращение;Аторвастатин 40мг табл п/пл/о №30;282;-;https://farmakopeika.ru/catalog/2503/1293108
farmakopeika;Кровь, кровообращение;Аторвастатин 40мг табл п/пл/о №30;272;-;https://farmakopeika.ru/catalog/2503/1339617
farmakopeika;Кровь, кровообращение;Аторвастатин 80мг табл п/пл/о №30;355;-;https://farmakopeika.ru/catalog/2503/1287245
farmakopeika;Кровь, кровообращение;Аторвастатин Авексима 10мг табл п/пл/о №30;82;-;https://farmakopeika.ru/catalog/2509/1296329
farmakopeika;Кровь, кровообращение;Аторвастатин Реневал 40мг табл п/пл/о №30;242;-;https://farmakopeika.ru/catalog/2440/1339773
farmakopeika;Кровь, кровообращение;Аторвастатин-АКОС 10мг табл п/пл/о №30;187;-;https://farmakopeika.ru/catalog/2506/1338902
farmakopeika;Кровь, кровообращение;Аторвастатин-АКОС 20мг табл п/пл/о №30;384;-;https://farmakopeika.ru/catalog/2503/1325931
farmakopeika;Кровь, кровообращение;Аторвастатин-Алиум 10мг табл п/пл/о №30;197;-;https://farmakopeika.ru/catalog/2503/1314207
farmakopeika;Кровь, кровообращение;Аторвастатин-Алиум 20мг табл п/пл/о №30;390;-;https://farmakopeika.ru/catalog/2503/1332027
farmakopeika;Кровь, кровообращение;Аторвастатин-ВЕРТЕКС 10мг табл п/пл/о №90;581;-;https://farmakopeika.ru/catalog/2503/1291696
farmakopeika;Кровь, кровообращение;Аторвастатин-ВЕРТЕКС 20мг табл п/пл/о №90;898;-;https://farmakopeika.ru/catalog/2503/1291485
farmakopeika;Кровь, кровообращение;Аторвастатин-ВЕРТЕКС 40мг табл п/пл/о №30;437;-;https://farmakopeika.ru/catalog/2503/1291243
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 10мг табл п/пл/о №30;98;-;https://farmakopeika.ru/catalog/2509/1281258
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 10мг табл п/пл/о №30;110;-;https://farmakopeika.ru/catalog/2503/1323122
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 10мг табл п/пл/о №60;195;-;https://farmakopeika.ru/catalog/2503/1287607
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 10мг табл п/пл/о №90;307;-;https://farmakopeika.ru/catalog/2503/1339099
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 20мг табл п/пл/о №30;174;-;https://farmakopeika.ru/catalog/2503/1280911
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 20мг табл п/пл/о №60;293;-;https://farmakopeika.ru/catalog/2503/1287608
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 20мг табл п/пл/о №60;326;-;https://farmakopeika.ru/catalog/2503/1334801
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 20мг табл п/пл/о №90;456;-;https://farmakopeika.ru/catalog/2503/1339100
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 40мг табл п/пл/о №30;272;-;https://farmakopeika.ru/catalog/2509/1280301
farmakopeika;Кровь, кровообращение;Аторвастатин-СЗ 40мг табл п/пл/о №30;273;-;https://farmakopeika.ru/catalog/2503/1330151
farmakopeika;Кровь, кровообращение;Аторвастатин-Тева 20мг табл п/пл/о №30;348;-;https://farmakopeika.ru/catalog/2503/1276320
farmakopeika;Кровь, кровообращение;Аторис 10мг табл п/пл/о №30;162;-;https://farmakopeika.ru/catalog/2503/1273920
farmakopeika;Кровь, кровообращение;Аторис 10мг табл п/пл/о №90;472;-;https://farmakopeika.ru/catalog/2503/1281508
farmakopeika;Кровь, кровообращение;Аторис 20мг табл п/пл/о №30;344;-;https://farmakopeika.ru/catalog/2503/1281746
farmakopeika;Кровь, кровообращение;Аторис 20мг табл п/пл/о №90;972;-;https://farmakopeika.ru/catalog/2509/1277781
farmakopeika;Кровь, кровообращение;Аторис 30мг табл п/пл/о №30;435;-;https://farmakopeika.ru/catalog/2503/1278649
farmakopeika;Кровь, кровообращение;Аторис 40мг табл п/пл/о №30;372;-;https://farmakopeika.ru/catalog/2503/1276842
farmakopeika;Кровь, кровообращение;Аттенто 10мг+40мг табл п/пл/о №28;1113;-;https://farmakopeika.ru/catalog/2503/1289423
farmakopeika;Кровь, кровообращение;Аттенто 5мг+20мг табл п/пл/о №28;909;-;https://farmakopeika.ru/catalog/2503/1289659
farmakopeika;Кровь, кровообращение;Аттенто 5мг+40мг табл п/пл/о №28;1064;-;https://farmakopeika.ru/catalog/2503/1314397
farmakopeika;Кровь, кровообращение;Ацекардол 100мг табл п/о кш/раств №30;25;-;https://farmakopeika.ru/catalog/2503/1291429
farmakopeika;Кровь, кровообращение;Ацекардол 50мг табл п/о кш/раств №30;21;-;https://farmakopeika.ru/catalog/2503/1291396
farmakopeika;Кровь, кровообращение;Берлиприл 10 10мг табл №30;114;-;https://farmakopeika.ru/catalog/2510/1273178
farmakopeika;Кровь, кровообращение;Берлиприл 20 20мг табл №30;165;-;https://farmakopeika.ru/catalog/2503/1273314
farmakopeika;Кровь, кровообращение;Берлиприл 5 5мг табл №30;60;-;https://farmakopeika.ru/catalog/2503/1272071
farmakopeika;Кровь, кровообращение;Берлиприл плюс 25мг+10мг табл №30;258;-;https://farmakopeika.ru/catalog/2510/1278963
farmakopeika;Кровь, кровообращение;Бетагистин 16мг табл №30;58;-;https://farmakopeika.ru/catalog/2510/1279404
farmakopeika;Кровь, кровообращение;Бетаксолол 20мг табл п/пл/о №30;480;-;https://farmakopeika.ru/catalog/2510/1322758
farmakopeika;Кровь, кровообращение;Бетаксолол Велфарм 20мг табл п/пл/о №30;606;-;https://farmakopeika.ru/catalog/2503/1334719
farmakopeika;Кровь, кровообращение;Беталок Зок 100мг табл п/о пролонг №30;379;-;https://farmakopeika.ru/catalog/2503/1286012
farmakopeika;Кровь, кровообращение;Беталок Зок 25мг табл п/пл/о пролонг №14;136;-;https://farmakopeika.ru/catalog/2503/1285530
farmakopeika;Кровь, кровообращение;Беталок Зок 50мг табл п/о пролонг №30 блист;267;-;https://farmakopeika.ru/catalog/2503/1285893
farmakopeika;Кровь, кровообращение;Бидоп 5мг табл п/о №28;190;-;https://farmakopeika.ru/catalog/2503/1283183
farmakopeika;Кровь, кровообращение;Бидоп Кор 2,5мг табл №28;110;-;https://farmakopeika.ru/catalog/2503/1281410
farmakopeika;Кровь, кровообращение;Бинелол 5мг табл №28;691;-;https://farmakopeika.ru/catalog/2503/1276705
farmakopeika;Кровь, кровообращение;Бипрол 10мг табл п/пл/о №30;180;-;https://farmakopeika.ru/catalog/2503/1279184
farmakopeika;Кровь, кровообращение;Бипрол 5мг табл п/пл/о №30;112;-;https://farmakopeika.ru/catalog/2503/1278855
